Exercise Name,Equipment,Mechanics,Preparation,Execution,Main_muscle,Difficulty (1-5),Secondary Muscles
Rear Lunge,Body Weight,Compound,Stand with hands on hips or in front of body.,"Lunge forward with first leg. Land on heel, then forefoot. Lower body by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by forcibly extending hip and knee of forward leg. Repeat by alternating lunge with opposite leg.",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings"
Single Leg Squat,Body Weight,Compound,Stand with arms extended out in front. Balance on one leg with opposite leg extended forward off of ground.,Squat down as far as possible while keeping leg elevated off of floor. Keep back as straight as possible and supporting knee pointed same direction as foot supporting. Raise body back up to original position until knee and hip of supporting leg is straight. Repeat and continue with opposite leg.,Hips,4,"Quadriceps, Gluteus Maximus, Hamstrings"
Split Squat,Body Weight,Compound,Stand with hands on hips. Position feet far apart; one foot forward and other foot behind.,Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original standing position by extending hip and knee of forward leg. Repeat. Continue with opposite leg.,Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings"
Split Squat:  Single Leg Split Squat,Body Weight,Compound,Stand facing away from bench. Extend leg back and place top of foot on bench.,Squat down by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward leg and repeat. Continue with opposite leg.,Hips,4,"Quadriceps, Gluteus Maximus, Hamstrings"
Single Leg Stiff Leg Deadlift,Body Weight,Isolated,Stand with feet together and hands just in front of thighs. Lift leg slightly so foot is just off floor.,"Lower torso forward and downward while raising lifted leg back behind. Keep back straight and knee of supporting leg slightly bend. Keep hip and knee of lifted leg extended throughout movement. Once stretch is felt or hands contact floor, return to original position by raising torso while lowering lifted leg. Straighten knee of supporting leg as torso becomes upright. Repeat.",Hips,4,"Erector Spinae, Hamstrings"
Squat,Body Weight,Compound,Stand with arms extended forward.,"Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet.   Descend until thighs are just past parallel to floor. Squat up by extending knees and hips until legs are straight. Return and repeat.",Hips,4,"Quadriceps, Gluteus Maximus, Adductors"
Step-up,Body Weight,Compound,"Stand facing side of bench, step or platform.","Place foot of first leg on bench. Stand on bench by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to floor. Repeat first step with opposite leg, alternating first steps between legs.",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings"
Step-up:  Step Down,Body Weight,Compound,"Stand with one foot on bench or elevated surface. Position foot on elevated surface to side, forward of straight knee.",Stand on bench by straightening leg and pushing body upward. Step down returning foot off of bench to floor and repeat. Continue with opposite position.,Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings"
Single Leg Squat (leg wrapped),Self-assisted​​​​​​​,Compound,"Stand with hand on hip height elevated surface or other tall, sturdy structure for support. Stand on one leg by wrapping leg around back of supporting leg so top of lifted foot is on outside of supporting leg's ankle.",Squat down by bending knee forward and hip back behind. Keep back straight and supporting knee pointed same direction as foot supporting. Descend until thigh is just past parallel to floor. Return to standing position with minimal assistance from wrapped leg. Stand to original position until knee and hip of supporting leg are straight. Return and repeat. Continue with opposite leg.,Hips,4,"Quadriceps, Gluteus Maximus, Hamstrings"
Step Down,Self-assisted​​​​​​​,Compound,Stand with one foot on bench or elevated surface. Position foot on elevated surface to side and forward of straight knee.,Stand on bench by straightening leg and pushing body upward. Step down returning foot off of bench to floor and repeat. Continue with opposite position.,Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings"
Hip Bridge,Suspended,Isolated,"Sit on floor facing suspension trainer loops in low position. Grasp bottom of loops, then lay supine. Raise legs and place heels in loops with soles contacting handles. Lie down supine on mat so knees and hips are bent with suspension straps hanging vertical. Place arms off to sides.",Raise hips up by extending hips until fully extended. Lower hips until hips and back make contact with mat. Repeat.,Hips,2,"Gluteus Maximus, Hamstrings"
Single Leg Squat,Suspended,Compound,"Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body reclines back behind suspension handles. Position body and legs straight at desired angle hanging from handles with arms straight. Balance on one leg with opposite leg extended forward off of ground.","Squat down as far as possible while keeping leg elevated off of floor. Keep supporting knee pointed same direction as foot supporting. Raise body back, up to original position until knee and hip of supporting leg is straight. Repeat and continue with opposite leg.",Hips,4,"Quadriceps, Gluteus Maximus, Hamstrings"
Single Leg Split Squat,Suspended,Compound,Grasp one or both suspension trainer handle(s) in lower position. Step and face away from suspension trainers. Balance on one leg while raising foot from behind and slipping single foot in loop(s). Release handle with hand and position leg back so it is supported behind body by suspension trainer. Place hands on hips and maintain balance throughout exercise.,Squat down by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward leg and repeat. Continue with opposite leg.,Hips,4,"Quadriceps, Gluteus Maximus, Hamstrings"
Hip Abduction,Cable,Isolated,Stand in front of low pulley facing to one side. Attach cable cuff to far ankle. Step out away from stack and grasp ballet bar. Stand on near foot and allow far leg to cross in front.,Move leg to opposite side of low pulley by abduction hip. Return and repeat. Turn around and continue with opposite leg.,Hips,2,Gluteus Maximus
Seated Hip Internal Rotation,Cable,Isolated,"Sit on bench or chair with low pulley to side. Attach cable ankle cuff to ankle furthest pulley. Place foot of stationary leg just forward of foot attached to cable. Grasp bench and handle bar on cable column if available. Position thighs of both legs side by side, perpendicular to cable. Raise foot attached to cable slightly off of floor.","Keeping knee of attached leg bent approximately 90°, pull cable attachment away from pulley by rotating hip as far as possible. Return foot behind stationary foot and toward pulley. Repeat. Place ankle cuff on opposite leg and continue facing opposite direction.",Hips,1,Gluteus Maximus
Lying Hip Abduction,Dumbbell,Isolated,"Lie on side on floor or mat. Extend top leg down straight and position lower leg back underneath. Grasping dumbbell with hand of arm furthest from floor, position dumbbell as low as possible on top side of thigh.","Raise weighted leg up off ground as high as possible, keeping dumbbell positioned on side of upper thigh. Return to leg to floor and repeat. Repeat and continue with opposite leg.",Hips,2,Gluteus Maximus
Seated Hip Abduction,Lever (plate loaded),Isolated,Stand near side of apparatus. Place one leg onto far padded lever and sit on seat. Lift other leg onto other padded lever. Lean back onto back pad. Grasp handles to sides.,Move legs away from one another as far as possible. Return and repeat.,Hips,2,Gluteus Maximus
Seated Hip Abduction,Lever (selectorized),Isolated,"Sit on machine with legs inside of side pads. If available, place heels on foot bars. Release and pull lever brace to position legs together. Engage lever into locked position. Lie back and grasp bars to sides.",Move legs apart as far as possible. Return and repeat.,Hips,2,Gluteus Maximus
Standing Hip Abduction,Lever (selectorized),Isolated,Adjust platform so lever fulcrum is same height as hip articulation. Adjust roller in low position. Face machine and grasp bars to sides. Place outside of thigh against roller pad and shift body weight to opposite leg.,Raise leg against roller pad to side by abduction hip. Return and repeat. Reposition roller pad lever and continue with opposite leg.,Hips,2,Gluteus Maximus
Lying Hip Abduction,Weighted,Isolated,"Sit on floor or mat with bar, plates loaded on one side. Sit on hip with knees bent and place bar on outside of shoe with weight plate(s) positioned beyond foot. Holding on to opposite end of bar, lie on side with weighted leg extended out straight and lower leg bent underneath.",Raise weighted leg up off ground as high as possible. Balance bar on side of foot while holding onto closest side of bar. Return to floor and repeat. Continue with opposite leg.,Hips,2,Gluteus Maximus
